ID,SKU,Name,URL,MRP,SP,Quantity,SubcategoryID,Hide,Keywords,Description
"000012","000012","PARACHUTE 100ML JAR","https://www.parachuteadvansed.com/",40,39,"100G","50601",0,"parachute advance hair oil, nariyal ka tel, copper nune, khoper noone","Parachute Advansed Gold strengthens this relationship with the goodness of pure coconut oil, and Vitamin E. It goes 10 layers deep, nourishing it from within. Made with the highest quality standards, every coconut is handpicked and sun-dried to ensure a fresh, long lasting aroma. Give your hair the best nourishment with Parachute Advansed Gold, and see them grow long, strong and gorgeous."
"000013","000013","PARACHUTE 100ML P","https://www.parachuteadvansed.com/",32,31,"100ml","50601",0,"parachute advance hair oil, nariyal ka tel, copper nune, khoper noone","Parachute Advansed Gold strengthens this relationship with the goodness of pure coconut oil, and Vitamin E. It goes 10 layers deep, nourishing it from within. Made with the highest quality standards, every coconut is handpicked and sun-dried to ensure a fresh, long lasting aroma. Give your hair the best nourishment with Parachute Advansed Gold, and see them grow long, strong and gorgeous."
"000014","000014","PARACHUTE 30ML PACKET","https://www.parachuteadvansed.com/",16,15,"30ML","50601",1,"parachute advance hair oil, nariyal ka tel, copper nune, khoper noone","Parachute Advansed Gold strengthens this relationship with the goodness of pure coconut oil, and Vitamin E. It goes 10 layers deep, nourishing it from within. Made with the highest quality standards, every coconut is handpicked and sun-dried to ensure a fresh, long lasting aroma. Give your hair the best nourishment with Parachute Advansed Gold, and see them grow long, strong and gorgeous."
"000015","000015","MANGALDEEP TEMPLE SLIVER AGARBATHI","https://itcstore.in/pages/mangaldeep",60,55,"1130 N","71101",1,"mangaldeep silver agarbatti, agarbathi, incense stick","Bring home the divine essence of Temple diya. Mangaldeep Temple helps you bring the divinity of temple which is considered as the most sacred at your home. Enhance your devotional puja experience with superior agarbattis premium quality agarbattis divinity of temple"
"000016","000016","ALLOUT SATTVA","https://www.allout.in/",99,96,"","40402",1,"all out mosquito repellent","All Out Sattva Mosquito Repellent with fragrance infused with Natural ingredients. 100% More Power Kills Dengue Mosquitoes Bedtime Protection"
"000019","000019","ZANDU BALM 8ML","https://zanducare.com/products/zandu-balm",40,39,"8ML","50901",0,"zandu balm, ","An iconic pain relief balm with more than 100 years of trust and expertise, Zandu Balm is the perfect solution for headache, body aches and cold. Known as India’s no.1 pain relief balm, this Ayurvedic salve provides instant and long-lasting relief from body pains of all kinds."
"000021","000021","NANDI PHOOL AGARBATHI 40G","",12,12,"40G","71101",0,"","NANDI PHOOL AGARBATHI 40G"
"000022","000022","NANDI AMBAR AGARBATHI 40G","",12,12,"40G","71101",0,"","NANDI AMBAR AGARBATHI 40G"
"000025","000025","YIPPE MADLY MANCHURIAN","https://www.sunfeastyippee.com",15,15,"60G","20401",1,"","YIPPE MADLY MANCHURIAN"
"000026","000026","GLUCON D REGULAR 75G","https://www.zyduswellness.com/",27,26,"75G","30801",1,"glucon d regular, energy drink, healthy drink","Glucon-D is India’s No. 1 Glucose powder brand. Launched in 1933, it boasts of a rich heritage of over 85 years. Millions of Indian households have trusted Glucon-D to get Instant Energy when they get tired. Along with Glucose, Glucon-D Regular variant is a rich source of Vitamin D and Flavour variants are a rich source of Vitamin C. Hence, Glucon-D not only provides Instant Energy but also helps support Immunity."
"000027","000027","NUTRI CHOICE OATS CHOCLATE","http://britannia.co.in/",25,25,"75G","20201",1,"britania nutri choice oats chocolate","Britannia Industries Limited is India's most trusted food brand with a diverse range of portfolio of products in cakes, biscuits, bread and dairy categories."
"000030","000030","NATURA ROOM FRESHNER","",135,130,"250ML","40313",1,"",""
"000031","000031","PARAS GROUND NUT OIL 1LTR","",215,160,"1 LTR","10802",0,"paras groundnut oil","Groundnut oil has rich source of saturated, monosaturated fatty acids and polyunsaturated fatty acids. It is less filtered keeping some of the groundnut proteins in order to maintain the flavor and nutrition."
"000036","000036","MAGGI HOT & SWEET 200G","https://www.maggi.in/",60,58,"200G","20701",1,"maggi hot and sweet sauce","MAGGI Hot & Sweet has been a flagship in its category in India. It has a unique taste, from tomatoes & chillies, that blends perfectly with snacks to make them taste 'Different!' Try something different with Nestlé MAGGI Hot & Sweet Tomato Chilli Sauce and add a flavorsome twist to your recipes. The Chili Tomato sauce adds a kick of Chilli to every dish to give you a delicious, more enhanced flavour. Serving Instructions: The easy use glass bottle allows easy pour and serve. Storage Instruction: Store in a cool, dry and hygienic place. Allergens: May contain Cashewnuts and Milk Solids."
"000042","000042","MAGGI NOODLES 420G","https://www.goodnes.com/",77,75,"420G","20401",0,"maggi masala noodles","India’s favourite Masala Noodles, MAGGI 2-minute Noodles, now comes with the goodness of Iron.  Containing your favourite masala taste, MAGGI noodles are made with the choicest quality spices. Make your bowl of MAGGI even better by chopping up some vegetables, dropping in an egg or throwing in your favourite ingredients. "
"000043","000043","MAGGI NOODLES FAMILY DELIGHT RECIPE 280G","https://www.goodnes.com/",46,45,"280G","20401",1,"maggi noodles family pack","India’s favourite Masala Noodles, MAGGI 2-minute Noodles, now comes with the goodness of Iron.  Containing your favourite masala taste, MAGGI noodles are made with the choicest quality spices. Make your bowl of MAGGI even better by chopping up some vegetables, dropping in an egg or throwing in your favourite ingredients. "
"000044","000044","MAGGI NOODLES SINGLE 70G","https://www.goodnes.com/",12,12,"70G","20401",1,"maggi masala noodles","India’s favourite Masala Noodles, MAGGI 2-minute Noodles, now comes with the goodness of Iron.  Containing your favourite masala taste, MAGGI noodles are made with the choicest quality spices. Make your bowl of MAGGI even better by chopping up some vegetables, dropping in an egg or throwing in your favourite ingredients. "
"000045","000045","MAGGI SPECIAL MASALA SMALL","https://www.goodnes.com/",15,15,"70G","20401",1,"maggi masala noodles","India’s favourite Masala Noodles, MAGGI 2-minute Noodles, now comes with the goodness of Iron.  Containing your favourite masala taste, MAGGI noodles are made with the choicest quality spices. Make your bowl of MAGGI even better by chopping up some vegetables, dropping in an egg or throwing in your favourite ingredients. "
"000050","000050","BOURN VITA POUCH 500G","",209,209,"500G","30801",0,"cadbury bournvita, energy drink, healthy drink","The Cadbury Bournvita is a delicious health drink that can be consumed by both children and adults. This nutritious beverage combines the delectable taste of Cadbury chocolate with that of a fine blend of essential nutrients like Vitamins. This malt-based milk beverage powder can be consumed both hot as well as chilled. Cadbury Bournvita makes healthy eating and drinking habits fun for children as well as helps to provide children with all necessary nutrition that they might have missed out on in their regular diet."
"000051","000051","BOURN VITA JAR 500G","",223,218,"500G","30801",0,"cadbury bournvita, energy drink, healthy drink","The Cadbury Bournvita is a delicious health drink that can be consumed by both children and adults. This nutritious beverage combines the delectable taste of Cadbury chocolate with that of a fine blend of essential nutrients like Vitamins. This malt-based milk beverage powder can be consumed both hot as well as chilled. Cadbury Bournvita makes healthy eating and drinking habits fun for children as well as helps to provide children with all necessary nutrition that they might have missed out on in their regular diet."
"000055","000055","MANGALMAI OIL 1L","",210,190,"1L","10814",1,"","MANGALMAI OIL 1L"
"000058","000058","ROBIN BLUE CUFFSN COLLARS","",65,63,"200ML","40104",1,"robin blue liquid","Robin Liquid Blue is a fabric whitener and is safe for use as it is not injurious to your skin. It is also gentle on all types of fabrics and gives it a dazzling white finish. The blue mixes evenly with the water and produces even whiteness to the fabric. The uniform application of blue on the fabric leads to distinctive dazzling whiteness that not only gives a smart look to the clothes but also enhances the life of the dress. Usage Instruction: Pierce the Dropper. Shake before use. Add 4-5 drops of Robin Liquid to 1 liter of water. Dip washed clothes one by one. Squeeze and hang out to dry."
"000059","000059","DETTOL GOLD 50G","https://www.dettol.co.in/personal-hygiene/bar-soaps/",20,19,"50G","50710",1,"dettol gold bath soap","Dettol Gold is Dettol’s Gold standard of germ protection. Compared to leading germ-protection soap its revolutionary formula gives you 100 percent better protection. It is the biggest innovation from Dettol with an entire range of products to give you our best ever protection. The New Dettol Gold Classic Clean Bar Soap is specially formulated for Superior Germ Protection. Its invigorating Lemon Grass Oil fragrance leaves you feeling Fresh and Clean after a bath."
"000060","000060","DETTOL SKINCARE HAND WASH 175ML REFILL","https://www.dettol.co.in/",40,38,"175ML","50911",1,"dettol skincare hand wash","Dettol Skincare has a pH-balanced formula & moisturizer with Dettol’s trusted germ protection. Using it every day protects hands from germs and helps keep them hygienically clean"
"000061","000061","DETTOL ANTISEPTIC LIQUID 60ML","https://www.dettol.co.in/personal-hygiene/antiseptics",30,30,"60ML","50903",0,"dettol antiseptic liquid","Dettol Liquid Antiseptic Disinfectant is a proven effective concentrated antiseptic disinfectant that kills bacteria and provides protection against bacteria which can cause infection and illness. It can be used for gentle antiseptic wound cleansing and disinfection and antiseptic skin cleansing. Alternatively, use on floors and hard surfaces around the home for a hygienic clean."
"000063","000063","CHERRY 15G BLK","",33,32,"15G","40506",1,"cherry blossom black shoe care, shoe polish","Cherry Blossom Shoe Wax Polish is a blend of exclusive oils and waxes from around the world to give your shoes 50% more shine. Cherry Blossom Show Wax is suitable for leather shoes. It keeps shoes looking new for a long time while providing protection from dust and dust. The Cherry Blossom range of shoe care products also includes Liquid Shoe Polish and Handy Shoe Shine."
"000064","000064","CHERRY 40G BLACK","",55,54,"40G","40506",1,"cherry blossom black shoe care, shoe polish","Cherry Blossom Shoe Wax Polish is a blend of exclusive oils and waxes from around the world to give your shoes 50% more shine. Cherry Blossom Show Wax is suitable for leather shoes. It keeps shoes looking new for a long time while providing protection from dust and dust. The Cherry Blossom range of shoe care products also includes Liquid Shoe Polish and Handy Shoe Shine."
"000069","000069","COLIN 500ML","",93,90,"500ML","40309",0,"colin cleaner","Colin Glass Cleaner and Surface Cleaner is an all-round household cleaner that keeps your glass surfaces looking like new. With the power of shine boosters, it provides 2 times more shine than regular cleaners and cleans every surface thoroughly by cutting through all kinds of dirt, oil and grease stains."
"000070","000070","BRIT 50-50 TIME PASS","http://britannia.co.in/",10,10,"85G","20202",1,"Britannia 50-50 timepass salted biscuit","Britannia 50-50 Timepass Salted Biscuits are classic salty biscuits. Golden brown colour, these biscuits are delicious and flavoursome to snack on. Britannia biscuits, cookies, cakes and rusk are a perfect companion for your tea. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite brands like Good Day, Tiger, NutriChoice, Bourbon, Milk Bikis and Marie Gold. At Britannia, we believe that there is a whacky side to everyone - sometimes hidden, at other times overt. And this is what we celebrate with our brands 5050, Maska Chaska, Time Pass & Top. With products that can well be called differentiated, in the world of sweet biscuits, these brands have carved out a special place in the minds of consumers across the country."
"000071","000071","BRIT MILK BISCUITS 85G","http://britannia.co.in/",20,20,"100G","20205",1,"britania milk bikis","Every mother today plays the dual role of being a nourisher and a fun friend. Britannia Milk Bikis dons the same dual role, like the mother. Enriched with the goodness of milk, Calcium, Iodine and 4 vital vitamins – Milk Bikis is the perfect nurturing partner, and with the exciting waffle design that lets you scoop, bite and dunk, it’s also the perfect partner in taste and fun."
"000075","000075","GLUCOND REGULAR 125G","https://www.zyduswellness.com/",28,26,"125G","30803",0,"glucon d orange, energy drink, healthy drink","Glucon-D is India’s No. 1 Glucose powder brand. Launched in 1933, it boasts of a rich heritage of over 85 years. Millions of Indian households have trusted Glucon-D to get Instant Energy when they get tired. Along with Glucose, Glucon-D Regular variant is a rich source of Vitamin D and Flavour variants are a rich source of Vitamin C. Hence, Glucon-D not only provides Instant Energy but also helps support Immunity."
"000076","000076","LUX 100G SET","https://www.lux.com/in/products/bar.html",104,100,"300G","50710",1,"lux velvet touch bath soap, lux white soap","Indulge yourself in a luxurious bathing experience with the velvet touch bathing bar from Lux. This soap bar is formulated with jasmine and almond oils that nourish your skin cells. Its advanced formula includes silk essence that retains your skin's natural oils and gives it a radiant, silky glow, making every bath a pleasurable experience. This soap is created with an invigorating fragrance that sensualizes the mind and senses, keeping you refreshed and beautiful throughout the day. This 100 gm bar of Lux velvet soap bar can be bought in a click."
"000077","000077","BRITANIA GOOD DAY PISTA BADAM COOKIES 100G","http://britannia.co.in",20,20,"100G","20206",0,"britania good day pista badam","its new and colourful avatar, with an abundance of Pistachio, Almonds and Cashew Nuts, the New Good Day Pista and Badam gets an exotic touch."
"000078","000078","MARC PHENYL CHANDAN 1L","",75,70,"1L","40311",1,"","MARC PHENYL CHANDAN 1L"
"000083","000083","BRITANNIA LITTLE HEARTS","http://britannia.co.in/",10,10,"37G","20201",0,"britania little hurts","Britannia Industries Limited is India's most trusted food brand with a diverse range of portfolio of products in cakes, biscuits, bread and dairy categories."
"000084","000084","BRITANIA LITTLE HEARTS","http://britannia.co.in/",5,5,"","20201",1,"britania little hearts","Britannia Industries Limited is India's most trusted food brand with a diverse range of portfolio of products in cakes, biscuits, bread and dairy categories."
"000085","000085","J&J BABY SOAP 150G","",85,83,"150G","50501",1,"johnson & johnson baby soap","J&J BABY SOAP 150G"
"000086","000086","JOHNSONS BABY POWDER 100G","https://www.johnsonsbaby.in/baby-products",80,78,"100G","50501",0,"johnsons baby powder","This product from our online baby care products range protects your baby's skin from excess moisture and leaves it soft and smooth. The JOHNSON'S® Baby Powder Blossoms helps eliminate friction while keeping the skin cool and comfortable. Unlike adult body-powders, this baby powder is a safe to use baby powder and made of millions of tiny, round, slippery plates that glide over each other, helping ease skin-irritation caused by coarse talc. This baby product thus provides a soothing comfort to your child. One of the most loved Johnson & Johnson products for babies, it’s a classic!"
"000087","000087","JOHNSONS BABY POWDER 50G","https://www.johnsonsbaby.in/baby-products",40,39,"50G","50501",0,"johnsons baby powder","This product from our online baby care products range protects your baby's skin from excess moisture and leaves it soft and smooth. The JOHNSON'S® Baby Powder Blossoms helps eliminate friction while keeping the skin cool and comfortable. Unlike adult body-powders, this baby powder is a safe to use baby powder and made of millions of tiny, round, slippery plates that glide over each other, helping ease skin-irritation caused by coarse talc. This baby product thus provides a soothing comfort to your child. One of the most loved Johnson & Johnson products for babies, it’s a classic!"
"000088","000088","JOHNSON MILK LOTION 100ML","https://www.johnsonsbaby.in/baby-products",90,88,"100ML","50501",1,"johnsons baby milk lotion","The NEW JOHNSON’S® baby milk + rice lotion contains a rich combination of milk proteins plus essential vitamins to help complete skin nourishment. By nourishing skin, it leaves it softer, smoother and healthier after the very first use. Clinically Proven Mild 100% Gentle Care. From Day 1. For baby's healthy looking skin. With milk proteins and multiple vitamins Recommended by Doctors pH Balanced & Hypoallergenic No added parabens, sulphates or dyes Made with only purposeful ingredients Transparent. Mild. Visibly Pure."
"000089","000089","JOHNSON BABY OIL 100ML","https://www.johnsonsbaby.in/",105,103,"","50502",1,"johnson baby hair oil","JOHNSON’S® baby oil with vitamin E, from our Johnson & Johnson Baby Oil Range is specially formulated for new born babies. Its gentle formula nourishes the skin, making it smooth and soft. This baby product comes with a mild fragrance that stays for a long time & soothes your infant’s senses. Besides, it is non-sticky, making sure your sweet little angel will not feel uncomfortable. The gentle JOHNSON’S® baby oil makes it easy for you to give your little one loving nourishment. Your touch helps in stimulating her senses which is critical for her happy and healthy development, a promise made by all JOHNSON'S® Baby Products"
"000090","000090","JOHNSONS BABY HAIR OIL 60ML","https://www.johnsonsbaby.in/",55,54,"60ML","50502",0,"johnson baby hair oil","JOHNSON’S® baby oil with vitamin E, from our Johnson & Johnson Baby Oil Range is specially formulated for new born babies. Its gentle formula nourishes the skin, making it smooth and soft. This baby product comes with a mild fragrance that stays for a long time & soothes your infant’s senses. Besides, it is non-sticky, making sure your sweet little angel will not feel uncomfortable. The gentle JOHNSON’S® baby oil makes it easy for you to give your little one loving nourishment. Your touch helps in stimulating her senses which is critical for her happy and healthy development, a promise made by all JOHNSON'S® Baby Products"
"000092","000092","STAYFREE SECURE WINGS","https://www.stayfree.in/",34,34,"8 PADS","50402",1,"stayfree secure wings pads","These Stayfree sanitary pads are extra large and feature the New LeakLock technology to give you up to 12 hours of leakage protection. This way, you can go about your day at work/college without worry. You won’t have to deal with the irritation of rashes as well as these winged sanitary pads offer cottony soft comfort."
"000094","000094","SWASTIK MIRCHI 500G","https://swastikspices.com/",170,110,"500G","10401",0,"Swastik  red chilli powder, chili, karam podi, lal mirchi powder, mirch, మిరప పొడి, Mirapa poḍi","Swastik Chilli Powder is a staple in every Indian Household. Add some zing flavouring to you're meals with Pure Red Chilli Powder and see how this simple spice can make your thish more spicy and delicious. It is a taste and colour enhancer for Indian curries, dals and vegetables."
"000095","000095","SWASTIK MIRCHI 100G","https://swastikspices.com/",25,22,"100G","10401",1,"Swastik red chilli powder, chili, karam podi, lal mirchi powder, mirch, మిరప పొడి, Mirapa poḍi","Swastik Chilli Powder is a staple in every Indian Household. Add some zing flavouring to you're meals with Pure Red Chilli Powder and see how this simple spice can make your thish more spicy and delicious. It is a taste and colour enhancer for Indian curries, dals and vegetables. "
"000096","000096","SWASTIK HALDI 100G","https://swastikspices.com/",26,20,"100G","10401",1," Swastik turmeric powder, ashirvad, haldi powder, హల్దీ పొడి, Haldi poḍi","SWASTIK Turmeric Powder is prepared from turmeric selected by our experts directly from the farmers. The turmeric is selected the traditional way - it has to be crisp, sun-dried, free of impurities and golden in colour. This process ensures that the turmeric powder has a great flavour and is natural golden in colour."
"000099","000099","PRIL ADVANCE 20RS","",20,20,"","40203",1,"pril dishwash gel","ull the dispenser upwards to open it. Drop a few drops of Pril into your washing-up water; you can do this best by slightly tilting the bottle. After use, you can close the dispenser again by simply pushing it back down."
"000101","000101","STAIN OFF 25ML","",27,26,"25ML","40104",1,"","STAIN OFF 25ML"
"000103","000103","MILO 500G R OFFER","",113,111,"","30801",1,"","MILO 500G R OFFER"
"000104","000104","NESTLE MILK MAID 400G TIN","https://www.nestle.in/brands/nestlemilkmaid",128,127,"400g","60101",0,"nestle milk maid","NESTLÉ MILKMAID a name synonymous with delicious desserts has been delighting generations of Indian consumers over the past 100 years. In fact, MILKMAID defined Nestlé’s ‘sweet’ entry into India – It was the first brand to be traded by the company in India!"
"000105","000105","KELLOG REAL ROSE BADAM","https://www.kelloggs.com/",150,145,"280G","20603",1,"kellogs real rose badam, breakfast","KELLOG REAL ROSE BADAM"
"000106","000106","BOURN VITA JAR 200G","",110,108,"200G","30801",0,"cadbury bournvita, energy drink, healthy drink","The Cadbury Bournvita is a delicious health drink that can be consumed by both children and adults. This nutritious beverage combines the delectable taste of Cadbury chocolate with that of a fine blend of essential nutrients like Vitamins. This malt-based milk beverage powder can be consumed both hot as well as chilled. Cadbury Bournvita makes healthy eating and drinking habits fun for children as well as helps to provide children with all necessary nutrition that they might have missed out on in their regular diet."
"000108","000108","BAMBINO ATTA 1KG","https://bambinoagro.com/",60,50,"1KG","10305",1,"Bambino aata,  wheat flour, Godhuma pindi","BAMBINO Atta is a wheat flour, originating from the Indian subcontinent, used to make flatbreads such as chapati, roti, naan, paratha and puri. Hard wheats have a high gluten content, which provides elasticity, so doughs made out of atta flour are strong and can be rolled out very thin."
"000109","000109","COLGATE DENTAL CREAM STRONG TEETH 200G+100G","https://www.colgate.com/",147,145,"300G","50102",0,"colgate dental cream tooth paste,dental cream ","Colgate Strong Teeth Dental Cream, in the net quantity of 200gms, is a uniquely formulated toothpaste that comes with Calci-Lock Protection, which helps lock in the calcium in the teeth, thus protecting them from cavities. This product provides complete oral hygiene by whitening the teeth, protecting them from germs and decay, and also helps in the removal of plaque. It keeps the mouth"
"000110","000110","GHADI 3KG","https://ghadimachinewash.com/#detailfour",162,155,"3KG","40101",0,"ghadi surf, washing powder","Ghadi Detergent Powder. It is a longer lasting fragrance and killed the bacteria. Clothes from this surf shine after being wash.Buy it here online grocimart.com on best price and it will delivered at your home door."
"000111","000111","COLGATE D/C 200GMS","https://www.colgate.com/",99,97,"100G","50102",0,"colgate dental cream tooth paste,dental cream","Colgate Strong Teeth Dental Cream, in the net quantity of 200gms, is a uniquely formulated toothpaste that comes with Calci-Lock Protection, which helps lock in the calcium in the teeth, thus protecting them from cavities. This product provides complete oral hygiene by whitening the teeth, protecting them from germs and decay, and also helps in the removal of plaque. It keeps the mouth"
"000112","000112","COLGATE D/C 100GMS","https://www.colgate.com/",54,53,"100G","50102",0,"colgate dental cream tooth paste,dental cream","Colgate Strong Teeth Dental Cream, in the net quantity of 200gms, is a uniquely formulated toothpaste that comes with Calci-Lock Protection, which helps lock in the calcium in the teeth, thus protecting them from cavities. This product provides complete oral hygiene by whitening the teeth, protecting them from germs and decay, and also helps in the removal of plaque. It keeps the mouth"
"000113","000113","COLGATE DENTAL CREAM 50GMS","https://www.colgate.com/",20,20,"100G","50102",1,"colgate dental cream tooth paste,dental cream","Colgate Strong Teeth Dental Cream, in the net quantity of 200gms, is a uniquely formulated toothpaste that comes with Calci-Lock Protection, which helps lock in the calcium in the teeth, thus protecting them from cavities. This product provides complete oral hygiene by whitening the teeth, protecting them from germs and decay, and also helps in the removal of plaque. It keeps the mouth"
"000114","000114","COLGATE MAX FRESH GEL BLUE 150GMS","https://www.colgate.com/",99,97,"150G","50102",0,"colgate max fresh gel blue tooth paste,dental cream","Switch on the Power of Freshness. Colgate MaxFresh® Peppermint Ice has cooling crystals that dissolve in your mouth setting off an icy wave of minty coolness."
"000115","000115","COLGATE MAXFRESH BLUE 80G","https://www.colgate.com/",53,52,"80G","50102",1,"colgate max fresh gel blue tooth paste,dental cream","Switch on the Power of Freshness. Colgate MaxFresh® Peppermint Ice has cooling crystals that dissolve in your mouth setting off an icy wave of minty coolness."
"000116","000116","COLGATE GEL BLUE 40GMS","https://www.colgate.com/",12.5,12.5,"","50102",1,"colgate gel blue tooth paste,dental cream","Switch on the Power of Freshness. Colgate MaxFresh® Peppermint Ice has cooling crystals that dissolve in your mouth setting off an icy wave of minty coolness."
"000117","000117","COLGATE MAX FRESH 10RS","https://www.colgate.com/",10,10,"","50102",1,"colgate max fresh tooth paste,dental cream","Switch on the Power of Freshness. Colgate MaxFresh® Spicy Fresh is infused with cooling crystals (in strips), which dissolve completely as you brush for a while new dimension of freshness – freshness that you can see."
"000118","000118","COLGATE HARBAL 50GMS","https://www.colgate.com/",12.5,12.5,"","50102",1,"colgate herbal tooth paste,dental cream","Colgate Herbal combines the science of Colgate & nature's best herbs which are known for their oral care benefits."
"000119","000119","COLGATE TOOTH PDR 100G","https://www.colgate.com/en-in/products/toothpowder/colgate-toothpowder",43,42,"100G","50103",1,"colgate tooth powder","Colgate Toothpowder has the ‘Super Rakshak’ formula enriched with calcium & minerals that make your teeth up to 2 times stronger. Colgate Toothpowder is the only tooth powder in India with the amazing power of 2 ingredients – calcium and minerals for stronger, healthier teeth."
"000120","000120","COLGATE TOOTH POWDER 200G","https://www.colgate.com/en-in/products/toothpowder/colgate-toothpowder",75,73,"200G","50103",1,"colgate tooth powder","Colgate Toothpowder has the ‘Super Rakshak’ formula enriched with calcium & minerals that make your teeth up to 2 times stronger. Colgate Toothpowder is the only tooth powder in India with the amazing power of 2 ingredients – calcium and minerals for stronger, healthier teeth."
"000121","000121","COLGATE TOOTH POWDER 50G","https://www.colgate.com/en-in/products/toothpowder/colgate-toothpowder",20,20,"50G","50103",0,"colgate tooth powder","Colgate Toothpowder has the ‘Super Rakshak’ formula enriched with calcium & minerals that make your teeth up to 2 times stronger. Colgate Toothpowder is the only tooth powder in India with the amazing power of 2 ingredients – calcium and minerals for stronger, healthier teeth."
"000122","000122","PALMOLIVE SHAVING CREEM 70G LEMON","",65,64,"70G","50201",1,"palmolive lemon shaving cream","It protects your skin against nicks, redness and tightness so you get an incredibly smooth, comfortable shave."
"000123","000123","PALMOLIVE SHAVING CREEM 30G","",35,34,"30G","50201",1,"palmolive shaving cream","It protects your skin against nicks, redness and tightness so you get an incredibly smooth, comfortable shave."
"000125","000125","LIFEBOUY STRONG 125G","https://www.lifebuoy.in/products/bar-soap.html",25,24,"","50710",1,"lifebuoy lemon fresh germ protection bath soap","Did you know that sweat and germs can cause skin irritation, heat rashes and embarrassing body odour? Lifebuoy Lemon Fresh bar soap is the perfect solution to fight these skin problems causing germs*. The refreshing burst of lemons makes you feel fresh, protecting you from sweat and germs"
